date,time,currency,impact,event,actual,forecast,previous,outcome
2024-02-27,12:01am,GBP,yellow,BRC Shop Price Index y/y,2.5,,2.9,
2024-02-27,7:00am,EUR,yellow,German GfK Consumer Climate,-29.0,-29.0,-29.6,
2024-02-27,9:00am,EUR,yellow,M3 Money Supply y/y,0.1,0.3,0.2,worse
2024-02-27,9:00am,EUR,yellow,Private Loans y/y,0.3,0.4,0.4,worse
2024-02-27,1:30pm,USD,red,Durable Goods Orders m/m,-6.1,-4.9,-0.3,worse
2024-02-27,1:30pm,USD,orange,Core Durable Goods Orders m/m,-0.3,0.2,0.5,worse
2024-02-27,1:40pm,GBP,yellow,MPC Member Ramsden Speaks,,,,
2024-02-27,2:00pm,USD,orange,S&P/CS Composite-20 HPI y/y,6.1,6.0,5.4,
2024-02-27,2:00pm,USD,yellow,HPI m/m,0.1,0.3,0.4,worse
2024-02-27,2:05pm,USD,yellow,FOMC Member Barr Speaks,,,,
2024-02-27,2:59pm,USD,orange,Richmond Manufacturing Index,-5,-4,-15,worse
2024-02-27,3:00pm,USD,red,CB Consumer Confidence,106.7,114.8,110.9,worse
2024-02-28,12:30am,AUD,red,CPI y/y,3.4,3.6,3.4,worse
2024-02-28,12:30am,AUD,yellow,Construction Work Done q/q,0.7,0.6,1.4,
2024-02-28,1:00am,NZD,red,Official Cash Rate,5.50,5.50,5.50,
2024-02-28,1:00am,NZD,red,RBNZ Monetary Policy Statement,,,,
2024-02-28,1:00am,NZD,red,RBNZ Rate Statement,,,,
2024-02-28,2:00am,NZD,orange,RBNZ Press Conference,,,,
2024-02-28,9:00am,CHF,yellow,UBS Economic Expectations,10.2,,-19.5,
2024-02-28,10:19am,EUR,yellow,Italian 10-y Bond Auction,3.91,,3.69,
2024-02-28,1:30pm,CAD,yellow,Current Account,-1.6,-1.9,-4.7,better
2024-02-28,1:30pm,USD,red,Prelim GDP q/q,3.2,3.3,3.3,worse
2024-02-28,1:30pm,USD,orange,Prelim GDP Price Index q/q,1.6,1.5,1.5,
2024-02-28,1:30pm,USD,yellow,Goods Trade Balance,-90.2,-88.4,-87.9,worse
2024-02-28,1:30pm,USD,yellow,Prelim Wholesale Inventories m/m,-0.1,0.1,0.4,better
2024-02-28,3:30pm,GBP,yellow,MPC Member Mann Speaks,,,,
2024-02-28,3:30pm,USD,yellow,Crude Oil Inventories,4.2,3.1,3.5,worse
2024-02-28,Day 1,All,orange,G20 Meetings,,,,
2024-02-28,5:00pm,USD,yellow,FOMC Member Bostic Speaks,,,,
2024-02-28,5:45pm,USD,yellow,FOMC Member Williams Speaks,,,,
2024-02-28,7:10pm,NZD,orange,RBNZ Gov Orr Speaks,,,,
2024-02-28,11:50pm,JPY,yellow,Prelim Industrial Production m/m,-7.5,-6.7,1.4,worse
2024-02-28,11:50pm,JPY,yellow,Retail Sales y/y,2.3,2.0,2.3,better
2024-02-29,12:00am,NZD,yellow,ANZ Business Confidence,34.7,,36.6,
2024-02-29,12:30am,AUD,orange,Retail Sales m/m,1.1,1.6,-2.1,worse
2024-02-29,12:30am,AUD,yellow,Private Capital Expenditure q/q,0.8,0.4,0.3,better
2024-02-29,12:30am,AUD,yellow,Private Sector Credit m/m,0.4,0.4,0.4,
2024-02-29,5:00am,JPY,yellow,Housing Starts y/y,-7.5,-7.6,-4.0,
2024-02-29,5:02am,JPY,yellow,BOJ Core CPI y/y,2.6,2.3,2.6,better
2024-02-29,6:30am,EUR,yellow,French Final Private Payrolls q/q,-0.1,0.0,0.0,worse
2024-02-29,7:00am,EUR,yellow,German Retail Sales m/m,-0.4,0.5,-0.5,worse
2024-02-29,All Day,EUR,red,German Prelim CPI m/m,0.4,0.5,0.2,worse
2024-02-29,7:45am,EUR,yellow,French Consumer Spending m/m,-0.3,-0.1,0.3,worse
2024-02-29,7:45am,EUR,yellow,French Prelim CPI m/m,0.8,0.7,-0.2,better
2024-02-29,7:45am,EUR,yellow,French Prelim GDP q/q,0.1,0.0,0.0,better
2024-02-29,8:00am,CHF,orange,GDP q/q,0.3,0.1,0.3,better
2024-02-29,8:00am,CHF,yellow,KOF Economic Barometer,101.6,101.6,102.5,
2024-02-29,8:00am,EUR,orange,Spanish Flash CPI y/y,2.8,2.8,3.4,
2024-02-29,8:55am,EUR,yellow,German Unemployment Change,11,6,1,worse
2024-02-29,9:30am,GBP,yellow,M4 Money Supply m/m,-0.1,0.3,0.5,worse
2024-02-29,9:30am,GBP,yellow,Mortgage Approvals,55,52,52,better
2024-02-29,9:30am,GBP,yellow,Net Lending to Individuals m/m,0.8,1.9,0.4,worse
2024-02-29,1:30pm,CAD,red,GDP m/m,0.0,0.2,0.2,worse
2024-02-29,1:30pm,USD,red,Core PCE Price Index m/m,0.4,0.4,0.1,
2024-02-29,1:30pm,USD,red,Unemployment Claims,215,209,202,worse
2024-02-29,1:30pm,USD,yellow,Personal Income m/m,1.0,0.4,0.3,better
2024-02-29,1:30pm,USD,yellow,Personal Spending m/m,0.2,0.2,0.7,
2024-02-29,2:45pm,USD,orange,Chicago PMI,44.0,48.1,46.0,worse
2024-02-29,3:00pm,USD,orange,Pending Home Sales m/m,-4.9,1.4,5.7,worse
2024-02-29,3:30pm,USD,yellow,Natural Gas Storage,-96,-86,-60,better
2024-02-29,3:50pm,USD,yellow,FOMC Member Bostic Speaks,,,,
2024-02-29,Day 2,All,orange,G20 Meetings,,,,
2024-02-29,6:15pm,USD,orange,FOMC Member Mester Speaks,,,,
2024-02-29,9:45pm,NZD,yellow,Building Consents m/m,-8.8,,3.6,
2024-02-29,11:30pm,JPY,yellow,Unemployment Rate,2.4,2.4,2.4,
