date,time,currency,impact,event,actual,forecast,previous,outcome
2024-07-26,3:00pm,USD,orange,Revised UoM Consumer Sentiment,66.4,66.3,66.0,
2024-07-26,3:00pm,USD,yellow,Revised UoM Inflation Expectations,2.9,,2.9,
2024-07-26,Day 2,All,orange,G20 Meetings,,,,
2024-07-29,9:30am,GBP,yellow,M4 Money Supply m/m,,0.2,-0.1,
2024-07-29,9:30am,GBP,yellow,Mortgage Approvals,,60,60,
2024-07-29,9:30am,GBP,yellow,Net Lending to Individuals m/m,,2.2,2.7,
2024-07-29,11:00am,GBP,yellow,CBI Realized Sales,,-20,-24,
2024-07-30,12:01am,GBP,yellow,BRC Shop Price Index y/y,,,0.2,
2024-07-30,12:30am,JPY,yellow,Unemployment Rate,,2.6,2.6,
2024-07-30,2:30am,AUD,yellow,Building Approvals m/m,,-2.3,5.5,
2024-07-30,6:30am,EUR,yellow,French Consumer Spending m/m,,-0.4,1.5,
2024-07-30,6:30am,EUR,yellow,French Flash GDP q/q,,0.2,0.2,
2024-07-30,All Day,EUR,red,German Prelim CPI m/m,,0.3,0.1,
2024-07-30,8:00am,CHF,yellow,KOF Economic Barometer,,102.6,102.7,
2024-07-30,8:00am,EUR,orange,Spanish Flash CPI y/y,,3.1,3.4,
2024-07-30,8:00am,EUR,yellow,Spanish Flash GDP q/q,,0.5,0.8,
2024-07-30,9:00am,EUR,yellow,Italian Prelim GDP q/q,,0.2,0.3,
2024-07-30,9:00am,EUR,yellow,German Prelim GDP q/q,,0.1,0.2,
2024-07-30,10:00am,EUR,yellow,Prelim Flash GDP q/q,,0.2,0.3,
2024-07-30,Tentative,EUR,yellow,Italian 10-y Bond Auction,,,4.01,
2024-07-30,Tentative,GBP,yellow,10-y Bond Auction,,,4.07,
2024-07-30,2:00pm,USD,orange,S&P/CS Composite-20 HPI y/y,,7.4,7.2,
2024-07-30,2:00pm,USD,yellow,HPI m/m,,0.2,0.2,
2024-07-30,3:00pm,USD,red,CB Consumer Confidence,,99.8,100.4,
2024-07-30,3:00pm,USD,red,JOLTS Job Openings,,,8.14,
2024-07-30,11:45pm,NZD,yellow,Building Consents m/m,,,-1.7,
2024-07-31,12:50am,JPY,yellow,Prelim Industrial Production m/m,,-4.2,3.6,
2024-07-31,12:50am,JPY,yellow,Retail Sales y/y,,3.3,2.8,
2024-07-31,2:00am,NZD,yellow,ANZ Business Confidence,,,6.1,
2024-07-31,2:30am,AUD,red,CPI q/q,,1.0,1.0,
2024-07-31,2:30am,AUD,red,CPI y/y,,3.8,4.0,
2024-07-31,2:30am,AUD,red,Trimmed Mean CPI q/q,,1.0,1.0,
2024-07-31,2:30am,AUD,orange,Retail Sales m/m,,0.3,0.6,
2024-07-31,2:30am,AUD,yellow,Private Sector Credit m/m,,0.4,0.4,
2024-07-31,2:30am,CNY,red,Manufacturing PMI,,49.3,49.5,
2024-07-31,2:30am,CNY,orange,Non-Manufacturing PMI,,50.2,50.5,
2024-07-31,Tentative,JPY,red,BOJ Policy Rate,,,0.10,
2024-07-31,Tentative,JPY,red,Monetary Policy Statement,,,,
2024-07-31,Tentative,JPY,red,BOJ Outlook Report,,,,
2024-07-31,6:00am,JPY,yellow,Consumer Confidence,,36.5,36.4,
2024-07-31,6:00am,JPY,yellow,Housing Starts y/y,,-2.3,-5.3,
2024-07-31,Tentative,JPY,red,BOJ Press Conference,,,,
2024-07-31,7:00am,EUR,yellow,German Import Prices m/m,,0.1,0.0,
2024-07-31,7:45am,EUR,yellow,French Prelim CPI m/m,,0.3,0.1,
2024-07-31,8:55am,EUR,yellow,German Unemployment Change,,16,19,
2024-07-31,9:00am,CHF,yellow,UBS Economic Expectations,,,17.5,
2024-07-31,10:00am,EUR,red,Core CPI Flash Estimate y/y,,2.8,2.9,
2024-07-31,10:00am,EUR,red,CPI Flash Estimate y/y,,2.4,2.5,
2024-07-31,10:00am,EUR,yellow,Italian Prelim CPI m/m,,,0.1,
2024-07-31,1:15pm,USD,red,ADP Non-Farm Employment Change,,166,150,
2024-07-31,1:30pm,CAD,red,GDP m/m,,0.2,0.3,
2024-07-31,1:30pm,USD,red,Employment Cost Index q/q,,1.0,1.2,
2024-07-31,2:45pm,USD,orange,Chicago PMI,,44.1,47.4,
2024-07-31,3:00pm,USD,red,Pending Home Sales m/m,,1.6,-2.1,
2024-07-31,3:30pm,USD,yellow,Crude Oil Inventories,,,-3.7,
2024-07-31,7:00pm,USD,red,Federal Funds Rate,,5.50,5.50,
2024-07-31,7:00pm,USD,red,FOMC Statement,,,,
2024-07-31,7:30pm,USD,red,FOMC Press Conference,,,,
